filename,file.corrupt,file.too.short,use.temperature,scale.x,scale.y,scale.z,offset.x,offset.y,offset.z,temperature.offset.x,temperature.offset.y,temperature.offset.z,cal.error.start,cal.error.end,n.10sec.windows,n.hours.considered,QCmessage,mean.temp,device.serial.number,NFilePagesSkipped,filehealth_totimp_min,filehealth_checksumfail_min,filehealth_niblockid_min,filehealth_fbias0510_min,filehealth_fbias1020_min,filehealth_fbias2030_min,filehealth_fbias30_min,filehealth_totimp_N,filehealth_checksumfail_N,filehealth_niblockid_N,filehealth_fbias0510_N,filehealth_fbias1020_N,filehealth_fbias2030_N,filehealth_fbias30_N
Lup043 Thigh pre.cwa,FALSE,FALSE,FALSE,1.02031929008382,1.01199477739058,1.03029238416035,0.0222843569115699,0.026663590125229,-0.0319573992552884,0,0,0,0.03691,0.00375,38463,154.997222222222,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",30.2115575806452,not extracted,0,60.2029579639435,0,60.2029579639435,,,,,3,0,3,,,,
Lup044 thighpre.cwa,FALSE,FALSE,FALSE,1.02114742904688,1.01272031745342,1.02687040842573,0.00537166930043285,0.0475269570357476,-0.0235767209347519,0,0,0,0.03423,0.00669,45459,172,"recalibration done, but temperature values not used",29.0040791666667,not extracted,0,13.7165642340978,0,13.7362020929654,,,,,14,0,15,,,,
Lup045 thigh pre.cwa,FALSE,FALSE,FALSE,0.986814939383472,0.994827414761563,1.02550688161828,0.00805108299423999,0.00940137226249746,0.000105544241952083,0,0,0,0.01587,0.0058,42112,169.844444444444,"recalibration done, but temperature values not used",24.517587006237,not extracted,0,60.0408900976181,0,60.0408900976181,,,,,2,0,2,,,,
Lup046 thigh pre.cwa,FALSE,FALSE,FALSE,1.01126553070974,0.989296433198208,1.01560601256926,0.00593683064876426,-0.00417621921670191,0.0189636172420568,0,0,0,0.017,0.00569,47944,172,"recalibration done, but temperature values not used",30.0816189340813,not extracted,0, , , , , , , , , , , , , , 
Lup047 Thigh pre.cwa,FALSE,FALSE,FALSE,0.969043535941913,0.994071770735158,1.02028735441956,0.00769088626833828,0.0547655749090589,-0.00595864918770307,0,0,0,0.03066,0.00564,41525,172,"recalibration done, but temperature values not used",25.2377558455115,not extracted,0, , , , , , , , , , , , , , 
Lup048 thigh pre.cwa,FALSE,FALSE,TRUE,1.0299866633765,0.995642668673428,1.02273468795792,0.0116989767378128,0.00489524433473067,0.0283318510388491,-0.000325936820498581,-0.00107181843219259,7.00213984764797e-05,0.02227,0.00579,41815,172,"recalibration done, no problems detected",28.8213993736952,not extracted,0, , , , , , , , , , , , , , 
Lup049 thigh pre.cwa,FALSE,FALSE,TRUE,0.99016544837997,0.993517850907262,1.00484127193954,-0.0110323263822798,-0.00584370579660892,0.00232027975484463,0.0013204608572692,0.000899750935636202,-2.68923692103771e-06,0.01884,0.00345,44442,171.986111111111,"recalibration done, no problems detected",28.8118625400213,not extracted,0, , , , , , , , , , , , , , 
Lup050 thigh pre.cwa,FALSE,FALSE,TRUE,1.02675815996346,1.01744813100289,1.01660808002579,0.00998490425774368,-0.00633324334993493,0.141467107503669,-0.000843211282120314,0.00169686826426946,-0.00318973401381191,0.13112,0.00364,53771,172,"recalibration done, no problems detected",27.7322124497992,not extracted,0, , , , , , , , , , , , , , 
Lup051 thigh pre.cwa,FALSE,FALSE,TRUE,0.954308962098038,0.998692354066031,1.03314350012529,0.00233042154108972,0.010348058095872,-0.00529577403776956,-0.00147955445984898,-0.00107147806947198,-0.00396949071910654,0.01709,0.00554,16490,70,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",30.5657067857143,not extracted,0, , , , , , , , , , , , , , 
Lup052 thigh pre.cwa,FALSE,FALSE,TRUE,1.04286623158776,1.01613303820577,1.02709110112497,0.0028886210086316,0.0207655870557907,-0.024965848551794,-0.000147844625658866,0.00189168285570283,0.000445486645978256,0.02334,0.00454,49399,172,"recalibration done, no problems detected",25.9025012526096,not extracted,0, , , , , , , , , , , , , , 
Lup054 thigh pre.cwa,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,0,0.09927, ,50018,139,recalibration not done because not enough points on all sides of the sphere,21.8315517179024,not extracted,0,0,0,0.365557571252187,,,,,0,0,19,,,,
Lup055 thigh Pre.cwa,FALSE,FALSE,TRUE,0.98669127484226,0.990956041816213,1.01675267613358,-0.00965701225603512,-0.00464111717307283,0.0272936500952326,0.00222704679349977,-1.8901152138384e-05,-0.00199547146130771,0.01711,0.00257,6052,24,"recalibration attempted with all available data, but possibly not good enough: Check calibration error variable to varify this",33.0247284210526,not extracted,0, , , , , , , , , , , , , , 
